REGION,TECHNOLOGY,TIMESLICE,YEAR,VALUE
REGION1,DEMAGRDSL,SEA1D,2037,1
REGION1,DEMAGRDSL,SEA1N,2037,1
REGION1,DEMAGRDSL,SEA2D,2037,1
REGION1,DEMAGRDSL,SEA2N,2037,1
REGION1,DEMAGRDSL,SEA3D,2037,1
REGION1,DEMAGRDSL,SEA3N,2037,1
REGION1,DEMAGRDSL,SEA4D,2037,1
REGION1,DEMAGRDSL,SEA4N,2037,1
REGION1,DEMAGRDSL,SEA1D,2038,1
REGION1,DEMAGRDSL,SEA1N,2038,1
REGION1,DEMAGRDSL,SEA2D,2038,1
REGION1,DEMAGRDSL,SEA2N,2038,1
REGION1,DEMAGRDSL,SEA3D,2038,1
REGION1,DEMAGRDSL,SEA3N,2038,1
REGION1,DEMAGRDSL,SEA4D,2038,1
REGION1,DEMAGRDSL,SEA4N,2038,1
REGION1,DEMAGRDSL,SEA1D,2039,1
REGION1,DEMAGRDSL,SEA1N,2039,1
REGION1,DEMAGRDSL,SEA2D,2039,1
REGION1,DEMAGRDSL,SEA2N,2039,1
REGION1,DEMAGRDSL,SEA3D,2039,1
REGION1,DEMAGRDSL,SEA3N,2039,1
REGION1,DEMAGRDSL,SEA4D,2039,1
REGION1,DEMAGRDSL,SEA4N,2039,1
REGION1,DEMAGRDSL,SEA1D,2040,1
REGION1,DEMAGRDSL,SEA1N,2040,1
REGION1,DEMAGRDSL,SEA2D,2040,1
REGION1,DEMAGRDSL,SEA2N,2040,1
REGION1,DEMAGRDSL,SEA3D,2040,1
REGION1,DEMAGRDSL,SEA3N,2040,1
REGION1,DEMAGRDSL,SEA4D,2040,1
REGION1,DEMAGRDSL,SEA4N,2040,1
REGION1,DEMAGRDSL,SEA1D,2041,1
REGION1,DEMAGRDSL,SEA1N,2041,1
REGION1,DEMAGRDSL,SEA2D,2041,1
REGION1,DEMAGRDSL,SEA2N,2041,1
REGION1,DEMAGRDSL,SEA3D,2041,1
REGION1,DEMAGRDSL,SEA3N,2041,1
REGION1,DEMAGRDSL,SEA4D,2041,1
REGION1,DEMAGRDSL,SEA4N,2041,1
REGION1,DEMAGRDSL,SEA1D,2042,1
REGION1,DEMAGRDSL,SEA1N,2042,1
REGION1,DEMAGRDSL,SEA2D,2042,1
REGION1,DEMAGRDSL,SEA2N,2042,1
REGION1,DEMAGRDSL,SEA3D,2042,1
REGION1,DEMAGRDSL,SEA3N,2042,1
REGION1,DEMAGRDSL,SEA4D,2042,1
REGION1,DEMAGRDSL,SEA4N,2042,1
REGION1,DEMAGRDSL,SEA1D,2043,1
REGION1,DEMAGRDSL,SEA1N,2043,1
REGION1,DEMAGRDSL,SEA2D,2043,1
REGION1,DEMAGRDSL,SEA2N,2043,1
REGION1,DEMAGRDSL,SEA3D,2043,1
REGION1,DEMAGRDSL,SEA3N,2043,1
REGION1,DEMAGRDSL,SEA4D,2043,1
REGION1,DEMAGRDSL,SEA4N,2043,1
REGION1,DEMAGRDSL,SEA1D,2044,1
REGION1,DEMAGRDSL,SEA1N,2044,1
REGION1,DEMAGRDSL,SEA2D,2044,1
REGION1,DEMAGRDSL,SEA2N,2044,1
REGION1,DEMAGRDSL,SEA3D,2044,1
REGION1,DEMAGRDSL,SEA3N,2044,1
REGION1,DEMAGRDSL,SEA4D,2044,1
REGION1,DEMAGRDSL,SEA4N,2044,1
REGION1,DEMAGRDSL,SEA1D,2045,1
REGION1,DEMAGRDSL,SEA1N,2045,1
REGION1,DEMAGRDSL,SEA2D,2045,1
REGION1,DEMAGRDSL,SEA2N,2045,1
REGION1,DEMAGRDSL,SEA3D,2045,1
REGION1,DEMAGRDSL,SEA3N,2045,1
REGION1,DEMAGRDSL,SEA4D,2045,1
REGION1,DEMAGRDSL,SEA4N,2045,1
REGION1,DEMAGRDSL,SEA1D,2046,1
REGION1,DEMAGRDSL,SEA1N,2046,1
REGION1,DEMAGRDSL,SEA2D,2046,1
REGION1,DEMAGRDSL,SEA2N,2046,1
REGION1,DEMAGRDSL,SEA3D,2046,1
REGION1,DEMAGRDSL,SEA3N,2046,1
REGION1,DEMAGRDSL,SEA4D,2046,1
REGION1,DEMAGRDSL,SEA4N,2046,1
REGION1,DEMAGRDSL,SEA1D,2047,1
REGION1,DEMAGRDSL,SEA1N,2047,1
REGION1,DEMAGRDSL,SEA2D,2047,1
REGION1,DEMAGRDSL,SEA2N,2047,1
REGION1,DEMAGRDSL,SEA3D,2047,1
REGION1,DEMAGRDSL,SEA3N,2047,1
REGION1,DEMAGRDSL,SEA4D,2047,1
REGION1,DEMAGRDSL,SEA4N,2047,1
REGION1,DEMAGRDSL,SEA1D,2048,1
REGION1,DEMAGRDSL,SEA1N,2048,1
REGION1,DEMAGRDSL,SEA2D,2048,1
REGION1,DEMAGRDSL,SEA2N,2048,1
REGION1,DEMAGRDSL,SEA3D,2048,1
REGION1,DEMAGRDSL,SEA3N,2048,1
REGION1,DEMAGRDSL,SEA4D,2048,1
REGION1,DEMAGRDSL,SEA4N,2048,1
REGION1,DEMAGRDSL,SEA1D,2049,1
REGION1,DEMAGRDSL,SEA1N,2049,1
REGION1,DEMAGRDSL,SEA2D,2049,1
REGION1,DEMAGRDSL,SEA2N,2049,1
REGION1,DEMAGRDSL,SEA3D,2049,1
REGION1,DEMAGRDSL,SEA3N,2049,1
REGION1,DEMAGRDSL,SEA4D,2049,1
REGION1,DEMAGRDSL,SEA4N,2049,1
REGION1,DEMAGRDSL,SEA1D,2050,1
REGION1,DEMAGRDSL,SEA1N,2050,1
REGION1,DEMAGRDSL,SEA2D,2050,1
REGION1,DEMAGRDSL,SEA2N,2050,1
REGION1,DEMAGRDSL,SEA3D,2050,1
REGION1,DEMAGRDSL,SEA3N,2050,1
REGION1,DEMAGRDSL,SEA4D,2050,1
REGION1,DEMAGRDSL,SEA4N,2050,1
REGION1,DEMAGRELCB02,SEA1D,2020,1
REGION1,DEMAGRELCB02,SEA1N,2020,1
REGION1,DEMAGRELCB02,SEA2D,2020,1
REGION1,DEMAGRELCB02,SEA2N,2020,1
REGION1,DEMAGRELCB02,SEA3D,2020,1
REGION1,DEMAGRELCB02,SEA3N,2020,1
REGION1,DEMAGRELCB02,SEA4D,2020,1
REGION1,DEMAGRELCB02,SEA4N,2020,1
REGION1,DEMAGRELCB02,SEA1D,2021,1
REGION1,DEMAGRELCB02,SEA1N,2021,1
REGION1,DEMAGRELCB02,SEA2D,2021,1
REGION1,DEMAGRELCB02,SEA2N,2021,1
REGION1,DEMAGRELCB02,SEA3D,2021,1
REGION1,DEMAGRELCB02,SEA3N,2021,1
REGION1,DEMAGRELCB02,SEA4D,2021,1
REGION1,DEMAGRELCB02,SEA4N,2021,1
REGION1,DEMAGRELCB02,SEA1D,2022,1
REGION1,DEMAGRELCB02,SEA1N,2022,1
REGION1,DEMAGRELCB02,SEA2D,2022,1
REGION1,DEMAGRELCB02,SEA2N,2022,1
REGION1,DEMAGRELCB02,SEA3D,2022,1
REGION1,DEMAGRELCB02,SEA3N,2022,1
REGION1,DEMAGRELCB02,SEA4D,2022,1
REGION1,DEMAGRELCB02,SEA4N,2022,1
REGION1,DEMAGRELCB02,SEA1D,2023,1
REGION1,DEMAGRELCB02,SEA1N,2023,1
REGION1,DEMAGRELCB02,SEA2D,2023,1
REGION1,DEMAGRELCB02,SEA2N,2023,1
REGION1,DEMAGRELCB02,SEA3D,2023,1
REGION1,DEMAGRELCB02,SEA3N,2023,1
REGION1,DEMAGRELCB02,SEA4D,2023,1
REGION1,DEMAGRELCB02,SEA4N,2023,1
REGION1,DEMAGRELCB02,SEA1D,2024,1
REGION1,DEMAGRELCB02,SEA1N,2024,1
REGION1,DEMAGRELCB02,SEA2D,2024,1
REGION1,DEMAGRELCB02,SEA2N,2024,1
REGION1,DEMAGRELCB02,SEA3D,2024,1
REGION1,DEMAGRELCB02,SEA3N,2024,1
REGION1,DEMAGRELCB02,SEA4D,2024,1
REGION1,DEMAGRELCB02,SEA4N,2024,1
REGION1,DEMAGRELCB02,SEA1D,2025,1
REGION1,DEMAGRELCB02,SEA1N,2025,1
REGION1,DEMAGRELCB02,SEA2D,2025,1
REGION1,DEMAGRELCB02,SEA2N,2025,1
REGION1,DEMAGRELCB02,SEA3D,2025,1
REGION1,DEMAGRELCB02,SEA3N,2025,1
REGION1,DEMAGRELCB02,SEA4D,2025,1
REGION1,DEMAGRELCB02,SEA4N,2025,1
REGION1,DEMAGRELCB02,SEA1D,2026,1
REGION1,DEMAGRELCB02,SEA1N,2026,1
REGION1,DEMAGRELCB02,SEA2D,2026,1
REGION1,DEMAGRELCB02,SEA2N,2026,1
REGION1,DEMAGRELCB02,SEA3D,2026,1
REGION1,DEMAGRELCB02,SEA3N,2026,1
REGION1,DEMAGRELCB02,SEA4D,2026,1
REGION1,DEMAGRELCB02,SEA4N,2026,1
REGION1,DEMAGRELCB02,SEA1D,2027,1
REGION1,DEMAGRELCB02,SEA1N,2027,1
REGION1,DEMAGRELCB02,SEA2D,2027,1
REGION1,DEMAGRELCB02,SEA2N,2027,1
REGION1,DEMAGRELCB02,SEA3D,2027,1
REGION1,DEMAGRELCB02,SEA3N,2027,1
REGION1,DEMAGRELCB02,SEA4D,2027,1
REGION1,DEMAGRELCB02,SEA4N,2027,1
REGION1,DEMAGRELCB02,SEA1D,2028,1
REGION1,DEMAGRELCB02,SEA1N,2028,1
REGION1,DEMAGRELCB02,SEA2D,2028,1
REGION1,DEMAGRELCB02,SEA2N,2028,1
REGION1,DEMAGRELCB02,SEA3D,2028,1
REGION1,DEMAGRELCB02,SEA3N,2028,1
REGION1,DEMAGRELCB02,SEA4D,2028,1
REGION1,DEMAGRELCB02,SEA4N,2028,1
REGION1,DEMAGRELCB02,SEA1D,2029,1
REGION1,DEMAGRELCB02,SEA1N,2029,1
REGION1,DEMAGRELCB02,SEA2D,2029,1
REGION1,DEMAGRELCB02,SEA2N,2029,1
REGION1,DEMAGRELCB02,SEA3D,2029,1
REGION1,DEMAGRELCB02,SEA3N,2029,1
REGION1,DEMAGRELCB02,SEA4D,2029,1
REGION1,DEMAGRELCB02,SEA4N,2029,1
REGION1,DEMAGRELCB02,SEA1D,2030,1
REGION1,DEMAGRELCB02,SEA1N,2030,1
REGION1,DEMAGRELCB02,SEA2D,2030,1
REGION1,DEMAGRELCB02,SEA2N,2030,1
REGION1,DEMAGRELCB02,SEA3D,2030,1
REGION1,DEMAGRELCB02,SEA3N,2030,1
REGION1,DEMAGRELCB02,SEA4D,2030,1
REGION1,DEMAGRELCB02,SEA4N,2030,1
REGION1,DEMAGRELCB02,SEA1D,2031,1
REGION1,DEMAGRELCB02,SEA1N,2031,1
REGION1,DEMAGRELCB02,SEA2D,2031,1
REGION1,DEMAGRELCB02,SEA2N,2031,1
REGION1,DEMAGRELCB02,SEA3D,2031,1
REGION1,DEMAGRELCB02,SEA3N,2031,1
REGION1,DEMAGRELCB02,SEA4D,2031,1
REGION1,DEMAGRELCB02,SEA4N,2031,1
REGION1,DEMAGRELCB02,SEA1D,2032,1
REGION1,DEMAGRELCB02,SEA1N,2032,1
REGION1,DEMAGRELCB02,SEA2D,2032,1
REGION1,DEMAGRELCB02,SEA2N,2032,1
REGION1,DEMAGRELCB02,SEA3D,2032,1
REGION1,DEMAGRELCB02,SEA3N,2032,1
REGION1,DEMAGRELCB02,SEA4D,2032,1
REGION1,DEMAGRELCB02,SEA4N,2032,1
REGION1,DEMAGRELCB02,SEA1D,2033,1
REGION1,DEMAGRELCB02,SEA1N,2033,1
REGION1,DEMAGRELCB02,SEA2D,2033,1
REGION1,DEMAGRELCB02,SEA2N,2033,1
REGION1,DEMAGRELCB02,SEA3D,2033,1
REGION1,DEMAGRELCB02,SEA3N,2033,1
REGION1,DEMAGRELCB02,SEA4D,2033,1
REGION1,DEMAGRELCB02,SEA4N,2033,1
REGION1,DEMAGRELCB02,SEA1D,2034,1
REGION1,DEMAGRELCB02,SEA1N,2034,1
REGION1,DEMAGRELCB02,SEA2D,2034,1
REGION1,DEMAGRELCB02,SEA2N,2034,1
REGION1,DEMAGRELCB02,SEA3D,2034,1
REGION1,DEMAGRELCB02,SEA3N,2034,1
REGION1,DEMAGRELCB02,SEA4D,2034,1
REGION1,DEMAGRELCB02,SEA4N,2034,1
REGION1,DEMAGRELCB02,SEA1D,2035,1
REGION1,DEMAGRELCB02,SEA1N,2035,1
REGION1,DEMAGRELCB02,SEA2D,2035,1
REGION1,DEMAGRELCB02,SEA2N,2035,1
REGION1,DEMAGRELCB02,SEA3D,2035,1
REGION1,DEMAGRELCB02,SEA3N,2035,1
REGION1,DEMAGRELCB02,SEA4D,2035,1
REGION1,DEMAGRELCB02,SEA4N,2035,1
REGION1,DEMAGRELCB02,SEA1D,2036,1
REGION1,DEMAGRELCB02,SEA1N,2036,1
REGION1,DEMAGRELCB02,SEA2D,2036,1
REGION1,DEMAGRELCB02,SEA2N,2036,1
REGION1,DEMAGRELCB02,SEA3D,2036,1
REGION1,DEMAGRELCB02,SEA3N,2036,1
REGION1,DEMAGRELCB02,SEA4D,2036,1
REGION1,DEMAGRELCB02,SEA4N,2036,1
REGION1,DEMAGRELCB02,SEA1D,2037,1
REGION1,DEMAGRELCB02,SEA1N,2037,1
REGION1,DEMAGRELCB02,SEA2D,2037,1
REGION1,DEMAGRELCB02,SEA2N,2037,1
REGION1,DEMAGRELCB02,SEA3D,2037,1
REGION1,DEMAGRELCB02,SEA3N,2037,1
REGION1,DEMAGRELCB02,SEA4D,2037,1
REGION1,DEMAGRELCB02,SEA4N,2037,1
REGION1,DEMAGRELCB02,SEA1D,2038,1
REGION1,DEMAGRELCB02,SEA1N,2038,1
REGION1,DEMAGRELCB02,SEA2D,2038,1
REGION1,DEMAGRELCB02,SEA2N,2038,1
REGION1,DEMAGRELCB02,SEA3D,2038,1
REGION1,DEMAGRELCB02,SEA3N,2038,1
REGION1,DEMAGRELCB02,SEA4D,2038,1
REGION1,DEMAGRELCB02,SEA4N,2038,1
REGION1,DEMAGRELCB02,SEA1D,2039,1
REGION1,DEMAGRELCB02,SEA1N,2039,1
REGION1,DEMAGRELCB02,SEA2D,2039,1
REGION1,DEMAGRELCB02,SEA2N,2039,1
REGION1,DEMAGRELCB02,SEA3D,2039,1
REGION1,DEMAGRELCB02,SEA3N,2039,1
REGION1,DEMAGRELCB02,SEA4D,2039,1
REGION1,DEMAGRELCB02,SEA4N,2039,1
REGION1,DEMAGRELCB02,SEA1D,2040,1
REGION1,DEMAGRELCB02,SEA1N,2040,1
REGION1,DEMAGRELCB02,SEA2D,2040,1
REGION1,DEMAGRELCB02,SEA2N,2040,1
REGION1,DEMAGRELCB02,SEA3D,2040,1
REGION1,DEMAGRELCB02,SEA3N,2040,1
REGION1,DEMAGRELCB02,SEA4D,2040,1
REGION1,DEMAGRELCB02,SEA4N,2040,1
REGION1,DEMAGRELCB02,SEA1D,2041,1
REGION1,DEMAGRELCB02,SEA1N,2041,1
REGION1,DEMAGRELCB02,SEA2D,2041,1
REGION1,DEMAGRELCB02,SEA2N,2041,1
REGION1,DEMAGRELCB02,SEA3D,2041,1
REGION1,DEMAGRELCB02,SEA3N,2041,1
REGION1,DEMAGRELCB02,SEA4D,2041,1
REGION1,DEMAGRELCB02,SEA4N,2041,1
REGION1,DEMAGRELCB02,SEA1D,2042,1
REGION1,DEMAGRELCB02,SEA1N,2042,1
REGION1,DEMAGRELCB02,SEA2D,2042,1
REGION1,DEMAGRELCB02,SEA2N,2042,1
REGION1,DEMAGRELCB02,SEA3D,2042,1
REGION1,DEMAGRELCB02,SEA3N,2042,1
REGION1,DEMAGRELCB02,SEA4D,2042,1
REGION1,DEMAGRELCB02,SEA4N,2042,1
REGION1,DEMAGRELCB02,SEA1D,2043,1
REGION1,DEMAGRELCB02,SEA1N,2043,1
REGION1,DEMAGRELCB02,SEA2D,2043,1
REGION1,DEMAGRELCB02,SEA2N,2043,1
REGION1,DEMAGRELCB02,SEA3D,2043,1
REGION1,DEMAGRELCB02,SEA3N,2043,1
REGION1,DEMAGRELCB02,SEA4D,2043,1
REGION1,DEMAGRELCB02,SEA4N,2043,1
REGION1,DEMAGRELCB02,SEA1D,2044,1
REGION1,DEMAGRELCB02,SEA1N,2044,1
REGION1,DEMAGRELCB02,SEA2D,2044,1
REGION1,DEMAGRELCB02,SEA2N,2044,1
REGION1,DEMAGRELCB02,SEA3D,2044,1
REGION1,DEMAGRELCB02,SEA3N,2044,1
REGION1,DEMAGRELCB02,SEA4D,2044,1
REGION1,DEMAGRELCB02,SEA4N,2044,1
REGION1,DEMAGRELCB02,SEA1D,2045,1
REGION1,DEMAGRELCB02,SEA1N,2045,1
REGION1,DEMAGRELCB02,SEA2D,2045,1
REGION1,DEMAGRELCB02,SEA2N,2045,1
REGION1,DEMAGRELCB02,SEA3D,2045,1
REGION1,DEMAGRELCB02,SEA3N,2045,1
REGION1,DEMAGRELCB02,SEA4D,2045,1
REGION1,DEMAGRELCB02,SEA4N,2045,1
REGION1,DEMAGRELCB02,SEA1D,2046,1
REGION1,DEMAGRELCB02,SEA1N,2046,1
REGION1,DEMAGRELCB02,SEA2D,2046,1
REGION1,DEMAGRELCB02,SEA2N,2046,1
REGION1,DEMAGRELCB02,SEA3D,2046,1
REGION1,DEMAGRELCB02,SEA3N,2046,1
REGION1,DEMAGRELCB02,SEA4D,2046,1
REGION1,DEMAGRELCB02,SEA4N,2046,1
REGION1,DEMAGRELCB02,SEA1D,2047,1
REGION1,DEMAGRELCB02,SEA1N,2047,1
REGION1,DEMAGRELCB02,SEA2D,2047,1
REGION1,DEMAGRELCB02,SEA2N,2047,1
REGION1,DEMAGRELCB02,SEA3D,2047,1
REGION1,DEMAGRELCB02,SEA3N,2047,1
REGION1,DEMAGRELCB02,SEA4D,2047,1
REGION1,DEMAGRELCB02,SEA4N,2047,1
REGION1,DEMAGRELCB02,SEA1D,2048,1
REGION1,DEMAGRELCB02,SEA1N,2048,1
REGION1,DEMAGRELCB02,SEA2D,2048,1
REGION1,DEMAGRELCB02,SEA2N,2048,1
REGION1,DEMAGRELCB02,SEA3D,2048,1
REGION1,DEMAGRELCB02,SEA3N,2048,1
REGION1,DEMAGRELCB02,SEA4D,2048,1
REGION1,DEMAGRELCB02,SEA4N,2048,1
REGION1,DEMAGRELCB02,SEA1D,2049,1
REGION1,DEMAGRELCB02,SEA1N,2049,1
REGION1,DEMAGRELCB02,SEA2D,2049,1
REGION1,DEMAGRELCB02,SEA2N,2049,1
REGION1,DEMAGRELCB02,SEA3D,2049,1
REGION1,DEMAGRELCB02,SEA3N,2049,1
REGION1,DEMAGRELCB02,SEA4D,2049,1
REGION1,DEMAGRELCB02,SEA4N,2049,1
REGION1,DEMAGRELCB02,SEA1D,2050,1
REGION1,DEMAGRELCB02,SEA1N,2050,1
REGION1,DEMAGRELCB02,SEA2D,2050,1
REGION1,DEMAGRELCB02,SEA2N,2050,1
REGION1,DEMAGRELCB02,SEA3D,2050,1
REGION1,DEMAGRELCB02,SEA3N,2050,1
REGION1,DEMAGRELCB02,SEA4D,2050,1
REGION1,DEMAGRELCB02,SEA4N,2050,1
REGION1,DEMAGRGWTBC1,SEA1D,2020,1
REGION1,DEMAGRGWTBC1,SEA1N,2020,1
REGION1,DEMAGRGWTBC1,SEA2D,2020,1
REGION1,DEMAGRGWTBC1,SEA2N,2020,1
REGION1,DEMAGRGWTBC1,SEA3D,2020,1
REGION1,DEMAGRGWTBC1,SEA3N,2020,1
REGION1,DEMAGRGWTBC1,SEA4D,2020,1
REGION1,DEMAGRGWTBC1,SEA4N,2020,1
REGION1,DEMAGRGWTBC1,SEA1D,2021,1
REGION1,DEMAGRGWTBC1,SEA1N,2021,1
REGION1,DEMAGRGWTBC1,SEA2D,2021,1
REGION1,DEMAGRGWTBC1,SEA2N,2021,1
REGION1,DEMAGRGWTBC1,SEA3D,2021,1
REGION1,DEMAGRGWTBC1,SEA3N,2021,1
REGION1,DEMAGRGWTBC1,SEA4D,2021,1
REGION1,DEMAGRGWTBC1,SEA4N,2021,1
REGION1,DEMAGRGWTBC1,SEA1D,2022,1
REGION1,DEMAGRGWTBC1,SEA1N,2022,1
REGION1,DEMAGRGWTBC1,SEA2D,2022,1
REGION1,DEMAGRGWTBC1,SEA2N,2022,1
REGION1,DEMAGRGWTBC1,SEA3D,2022,1
REGION1,DEMAGRGWTBC1,SEA3N,2022,1
REGION1,DEMAGRGWTBC1,SEA4D,2022,1
REGION1,DEMAGRGWTBC1,SEA4N,2022,1
REGION1,DEMAGRGWTBC1,SEA1D,2023,1
REGION1,DEMAGRGWTBC1,SEA1N,2023,1
REGION1,DEMAGRGWTBC1,SEA2D,2023,1
REGION1,DEMAGRGWTBC1,SEA2N,2023,1
REGION1,DEMAGRGWTBC1,SEA3D,2023,1
REGION1,DEMAGRGWTBC1,SEA3N,2023,1
REGION1,DEMAGRGWTBC1,SEA4D,2023,1
REGION1,DEMAGRGWTBC1,SEA4N,2023,1
REGION1,DEMAGRGWTBC1,SEA1D,2024,1
REGION1,DEMAGRGWTBC1,SEA1N,2024,1
REGION1,DEMAGRGWTBC1,SEA2D,2024,1
REGION1,DEMAGRGWTBC1,SEA2N,2024,1
REGION1,DEMAGRGWTBC1,SEA3D,2024,1
REGION1,DEMAGRGWTBC1,SEA3N,2024,1
REGION1,DEMAGRGWTBC1,SEA4D,2024,1
REGION1,DEMAGRGWTBC1,SEA4N,2024,1
REGION1,DEMAGRGWTBC1,SEA1D,2025,1
REGION1,DEMAGRGWTBC1,SEA1N,2025,1
REGION1,DEMAGRGWTBC1,SEA2D,2025,1
REGION1,DEMAGRGWTBC1,SEA2N,2025,1
REGION1,DEMAGRGWTBC1,SEA3D,2025,1
REGION1,DEMAGRGWTBC1,SEA3N,2025,1
REGION1,DEMAGRGWTBC1,SEA4D,2025,1
REGION1,DEMAGRGWTBC1,SEA4N,2025,1
REGION1,DEMAGRGWTBC1,SEA1D,2026,1
REGION1,DEMAGRGWTBC1,SEA1N,2026,1
REGION1,DEMAGRGWTBC1,SEA2D,2026,1
REGION1,DEMAGRGWTBC1,SEA2N,2026,1
REGION1,DEMAGRGWTBC1,SEA3D,2026,1
REGION1,DEMAGRGWTBC1,SEA3N,2026,1
REGION1,DEMAGRGWTBC1,SEA4D,2026,1
REGION1,DEMAGRGWTBC1,SEA4N,2026,1
REGION1,DEMAGRGWTBC1,SEA1D,2027,1
REGION1,DEMAGRGWTBC1,SEA1N,2027,1
REGION1,DEMAGRGWTBC1,SEA2D,2027,1
REGION1,DEMAGRGWTBC1,SEA2N,2027,1
REGION1,DEMAGRGWTBC1,SEA3D,2027,1
REGION1,DEMAGRGWTBC1,SEA3N,2027,1
REGION1,DEMAGRGWTBC1,SEA4D,2027,1
REGION1,DEMAGRGWTBC1,SEA4N,2027,1
REGION1,DEMAGRGWTBC1,SEA1D,2028,1
REGION1,DEMAGRGWTBC1,SEA1N,2028,1
REGION1,DEMAGRGWTBC1,SEA2D,2028,1
REGION1,DEMAGRGWTBC1,SEA2N,2028,1
REGION1,DEMAGRGWTBC1,SEA3D,2028,1
REGION1,DEMAGRGWTBC1,SEA3N,2028,1
REGION1,DEMAGRGWTBC1,SEA4D,2028,1
REGION1,DEMAGRGWTBC1,SEA4N,2028,1
REGION1,DEMAGRGWTBC1,SEA1D,2029,1
REGION1,DEMAGRGWTBC1,SEA1N,2029,1
REGION1,DEMAGRGWTBC1,SEA2D,2029,1
REGION1,DEMAGRGWTBC1,SEA2N,2029,1
REGION1,DEMAGRGWTBC1,SEA3D,2029,1
REGION1,DEMAGRGWTBC1,SEA3N,2029,1
REGION1,DEMAGRGWTBC1,SEA4D,2029,1
REGION1,DEMAGRGWTBC1,SEA4N,2029,1
REGION1,DEMAGRGWTBC1,SEA1D,2030,1
REGION1,DEMAGRGWTBC1,SEA1N,2030,1
REGION1,DEMAGRGWTBC1,SEA2D,2030,1
REGION1,DEMAGRGWTBC1,SEA2N,2030,1
REGION1,DEMAGRGWTBC1,SEA3D,2030,1
REGION1,DEMAGRGWTBC1,SEA3N,2030,1
REGION1,DEMAGRGWTBC1,SEA4D,2030,1
REGION1,DEMAGRGWTBC1,SEA4N,2030,1
REGION1,DEMAGRGWTBC1,SEA1D,2031,1
REGION1,DEMAGRGWTBC1,SEA1N,2031,1
REGION1,DEMAGRGWTBC1,SEA2D,2031,1
REGION1,DEMAGRGWTBC1,SEA2N,2031,1
REGION1,DEMAGRGWTBC1,SEA3D,2031,1
REGION1,DEMAGRGWTBC1,SEA3N,2031,1
REGION1,DEMAGRGWTBC1,SEA4D,2031,1
REGION1,DEMAGRGWTBC1,SEA4N,2031,1
REGION1,DEMAGRGWTBC1,SEA1D,2032,1
REGION1,DEMAGRGWTBC1,SEA1N,2032,1
REGION1,DEMAGRGWTBC1,SEA2D,2032,1
REGION1,DEMAGRGWTBC1,SEA2N,2032,1
REGION1,DEMAGRGWTBC1,SEA3D,2032,1
REGION1,DEMAGRGWTBC1,SEA3N,2032,1
REGION1,DEMAGRGWTBC1,SEA4D,2032,1
REGION1,DEMAGRGWTBC1,SEA4N,2032,1
REGION1,DEMAGRGWTBC1,SEA1D,2033,1
REGION1,DEMAGRGWTBC1,SEA1N,2033,1
REGION1,DEMAGRGWTBC1,SEA2D,2033,1
REGION1,DEMAGRGWTBC1,SEA2N,2033,1
REGION1,DEMAGRGWTBC1,SEA3D,2033,1
REGION1,DEMAGRGWTBC1,SEA3N,2033,1
REGION1,DEMAGRGWTBC1,SEA4D,2033,1
REGION1,DEMAGRGWTBC1,SEA4N,2033,1
REGION1,DEMAGRGWTBC1,SEA1D,2034,1
REGION1,DEMAGRGWTBC1,SEA1N,2034,1
REGION1,DEMAGRGWTBC1,SEA2D,2034,1
REGION1,DEMAGRGWTBC1,SEA2N,2034,1
REGION1,DEMAGRGWTBC1,SEA3D,2034,1
REGION1,DEMAGRGWTBC1,SEA3N,2034,1
REGION1,DEMAGRGWTBC1,SEA4D,2034,1
REGION1,DEMAGRGWTBC1,SEA4N,2034,1
REGION1,DEMAGRGWTBC1,SEA1D,2035,1
REGION1,DEMAGRGWTBC1,SEA1N,2035,1
REGION1,DEMAGRGWTBC1,SEA2D,2035,1
REGION1,DEMAGRGWTBC1,SEA2N,2035,1
REGION1,DEMAGRGWTBC1,SEA3D,2035,1
REGION1,DEMAGRGWTBC1,SEA3N,2035,1
REGION1,DEMAGRGWTBC1,SEA4D,2035,1
REGION1,DEMAGRGWTBC1,SEA4N,2035,1
REGION1,DEMAGRGWTBC1,SEA1D,2036,1
REGION1,DEMAGRGWTBC1,SEA1N,2036,1
REGION1,DEMAGRGWTBC1,SEA2D,2036,1
REGION1,DEMAGRGWTBC1,SEA2N,2036,1
REGION1,DEMAGRGWTBC1,SEA3D,2036,1
REGION1,DEMAGRGWTBC1,SEA3N,2036,1
REGION1,DEMAGRGWTBC1,SEA4D,2036,1
REGION1,DEMAGRGWTBC1,SEA4N,2036,1
REGION1,DEMAGRGWTBC1,SEA1D,2037,1
REGION1,DEMAGRGWTBC1,SEA1N,2037,1
REGION1,DEMAGRGWTBC1,SEA2D,2037,1
REGION1,DEMAGRGWTBC1,SEA2N,2037,1
REGION1,DEMAGRGWTBC1,SEA3D,2037,1
REGION1,DEMAGRGWTBC1,SEA3N,2037,1
REGION1,DEMAGRGWTBC1,SEA4D,2037,1
REGION1,DEMAGRGWTBC1,SEA4N,2037,1
REGION1,DEMAGRGWTBC1,SEA1D,2038,1
REGION1,DEMAGRGWTBC1,SEA1N,2038,1
REGION1,DEMAGRGWTBC1,SEA2D,2038,1
REGION1,DEMAGRGWTBC1,SEA2N,2038,1
REGION1,DEMAGRGWTBC1,SEA3D,2038,1
REGION1,DEMAGRGWTBC1,SEA3N,2038,1
